concept_id,publish,domain,variable_type,instance_type,audit_note
RAVLT_BELL_RECALL,TRUE,Brain & Cognitive,clinical_measurement,multi_instance,
RAVLT_COFFEE_RECALL,TRUE,Brain & Cognitive,clinical_measurement,multi_instance,
RAVLT_COLOR_RECALL,TRUE,Brain & Cognitive,clinical_measurement,multi_instance,
RAVLT_CURTAIN_RECALL,TRUE,Brain & Cognitive,clinical_measurement,multi_instance,
RAVLT_DRUM_RECALL,TRUE,Brain & Cognitive,clinical_measurement,multi_instance,
RAVLT_EXAM_DATE,TRUE,Brain & Cognitive,process_admin,single,Form-level exam date. Useful for linkage and timing calculations across cognitive measures.
RAVLT_FARMER_RECALL,TRUE,Brain & Cognitive,clinical_measurement,multi_instance,
RAVLT_GARDEN_RECALL,TRUE,Brain & Cognitive,clinical_measurement,multi_instance,
RAVLT_HAT_RECALL,TRUE,Brain & Cognitive,clinical_measurement,multi_instance,
RAVLT_HOUSE_RECALL,TRUE,Brain & Cognitive,clinical_measurement,multi_instance,
RAVLT_INTERFERENCE_BIRD,TRUE,Brain & Cognitive,clinical_measurement,single,"Single varname (H87BIRD); only one value label provided (2=Bird), suggesting binary correct/not-correct encoding."
RAVLT_INTERFERENCE_BOAT,TRUE,Brain & Cognitive,clinical_measurement,single,"Single varname (H87BOAT); only one value label provided (2=Boat), suggesting binary correct/not-correct encoding."
RAVLT_INTERFERENCE_CHURCH,TRUE,Brain & Cognitive,clinical_measurement,single,"Single varname (H87CHURCH); only one value label provided (2=Church), suggesting binary correct/not-correct encoding."
RAVLT_INTERFERENCE_CLOUD,TRUE,Brain & Cognitive,clinical_measurement,single,"Single varname (H87CLOUD); only one value label provided (2=Cloud), suggesting binary correct/not-correct encoding."
RAVLT_INTERFERENCE_DESK,TRUE,Brain & Cognitive,clinical_measurement,single,"Single varname (H87DESK); only one value label provided (2=Desk), suggesting binary correct/not-correct encoding."
RAVLT_INTERFERENCE_FISH,TRUE,Brain & Cognitive,clinical_measurement,single,"Single varname (H87FISH); only one value label provided (2=Fish), suggesting binary correct/not-correct encoding."
RAVLT_INTERFERENCE_GIVEN,TRUE,Brain & Cognitive,protocol_component,single,Only value label provided is '1 = No'; it is unclear whether a value for 'Yes' exists in the data. Limited source descriptions.
RAVLT_INTERFERENCE_GLASSES,TRUE,Brain & Cognitive,clinical_measurement,single,"Single varname (H87GLASSES); only one value label provided (2=Glasses), suggesting binary correct/not-correct encoding."
RAVLT_INTERFERENCE_GUN,TRUE,Brain & Cognitive,clinical_measurement,single,"Single varname (H87GUN); only one value label provided (2=Gun), suggesting binary correct/not-correct encoding."
RAVLT_INTERFERENCE_LAMB,TRUE,Brain & Cognitive,clinical_measurement,single,"Single varname (H87LAMB); only one value label provided (2=Lamb), suggesting binary correct/not-correct encoding."
RAVLT_INTERFERENCE_MOUNTAIN,TRUE,Brain & Cognitive,clinical_measurement,single,"Single varname (H87MOUNT); only one value label provided (2=Mountain), suggesting binary correct/not-correct encoding."
RAVLT_INTERFERENCE_NOT_GIVEN_HEARING,TRUE,Brain & Cognitive,protocol_component,single,Limited source descriptions.
RAVLT_INTERFERENCE_NOT_GIVEN_NOT_COOPERATIVE,TRUE,Brain & Cognitive,protocol_component,single,Limited source descriptions.
RAVLT_INTERFERENCE_NOT_GIVEN_PHYSICAL,TRUE,Brain & Cognitive,protocol_component,single,Limited source descriptions.
RAVLT_INTERFERENCE_NOT_GIVEN_VISION,TRUE,Brain & Cognitive,protocol_component,single,Limited source descriptions.
RAVLT_INTERFERENCE_PENCIL,TRUE,Brain & Cognitive,clinical_measurement,single,"Single varname (H87PENCIL); only one value label provided (2=Pencil), suggesting binary correct/not-correct encoding."
RAVLT_INTERFERENCE_RANGER,TRUE,Brain & Cognitive,clinical_measurement,single,"Single varname (H87RANGER); only one value label provided (2=Ranger), suggesting binary correct/not-correct encoding."
RAVLT_INTERFERENCE_SCORE,TRUE,Brain & Cognitive,derived_score,single,Limited source descriptions.
RAVLT_INTERFERENCE_SHOE,TRUE,Brain & Cognitive,clinical_measurement,single,"Single varname (H87SHOE); only one value label provided (2=Shoe), suggesting binary correct/not-correct encoding."
RAVLT_INTERFERENCE_STOVE,TRUE,Brain & Cognitive,clinical_measurement,single,"Single varname (H87STOVE); only one value label provided (2=Stove), suggesting binary correct/not-correct encoding."
RAVLT_INTERFERENCE_TOWEL,TRUE,Brain & Cognitive,clinical_measurement,single,"Single varname (H87TOWEL); only one value label provided (2=Towel), suggesting binary correct/not-correct encoding."
RAVLT_INTERVIEWER_ID,FALSE,Brain & Cognitive,identifier,single,Staff identifier; excluded from public publish per guidelines.
RAVLT_LONG_DELAY_GIVEN,TRUE,Brain & Cognitive,protocol_component,single,Limited source descriptions.
RAVLT_LONG_DELAY_NOT_GIVEN_HEARING,TRUE,Brain & Cognitive,protocol_component,single,Limited source descriptions.
RAVLT_LONG_DELAY_NOT_GIVEN_NOT_COOPERATIVE,TRUE,Brain & Cognitive,protocol_component,single,Limited source descriptions.
RAVLT_LONG_DELAY_NOT_GIVEN_PHYSICAL,TRUE,Brain & Cognitive,protocol_component,single,Limited source descriptions.
RAVLT_LONG_DELAY_NOT_GIVEN_VISION,TRUE,Brain & Cognitive,protocol_component,single,Limited source descriptions.
RAVLT_LONG_DELAY_START_TIME,TRUE,Brain & Cognitive,process_admin,single,Comprises two source variables: H87DELTM (clock time) and H87DELAMPM (AM/PM indicator). Used in conjunction with Trial 6 completion time to calculate the total delay interval.
RAVLT_MOON_RECALL,TRUE,Brain & Cognitive,clinical_measurement,multi_instance,
RAVLT_NOSE_RECALL,TRUE,Brain & Cognitive,clinical_measurement,multi_instance,
RAVLT_PARENT_RECALL,TRUE,Brain & Cognitive,clinical_measurement,multi_instance,
RAVLT_RIVER_RECALL,TRUE,Brain & Cognitive,clinical_measurement,multi_instance,
RAVLT_SAME_DATE_BP,TRUE,Brain & Cognitive,protocol_component,single,Value labels not provided in source data; coding scheme unknown.
RAVLT_SCHOOL_RECALL,TRUE,Brain & Cognitive,clinical_measurement,multi_instance,
RAVLT_TOTAL_DELAY_MIN,TRUE,Brain & Cognitive,derived_score,single,
RAVLT_TRIAL1_NOT_GIVEN_HEARING,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL1_NOT_GIVEN_NOT_COOPERATIVE,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL1_NOT_GIVEN_PHYSICAL,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL1_NOT_GIVEN_VISION,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL2_NOT_GIVEN_HEARING,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL2_NOT_GIVEN_NOT_COOPERATIVE,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL2_NOT_GIVEN_PHYSICAL,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL2_NOT_GIVEN_VISION,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL3_NOT_GIVEN_HEARING,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL3_NOT_GIVEN_NOT_COOPERATIVE,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL3_NOT_GIVEN_PHYSICAL,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL3_NOT_GIVEN_VISION,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL4_NOT_GIVEN_HEARING,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL4_NOT_GIVEN_NOT_COOPERATIVE,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL4_NOT_GIVEN_PHYSICAL,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL4_NOT_GIVEN_VISION,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL5_NOT_GIVEN_HEARING,TRUE,Brain & Cognitive,protocol_component,single,Value label mismatch in source data: the variable H87TR5HEAR is described as 'REASON FOR RAVLT TRIAL 5 NOT GIVEN: HEARING' but the value label codes value 2 as 'Vision' rather than 'Hearing'. This appears to be a data dictionary error; verify against source data.
RAVLT_TRIAL5_NOT_GIVEN_NOT_COOPERATIVE,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL5_NOT_GIVEN_PHYSICAL,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL5_NOT_GIVEN_VISION,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL6_COMPLETION_TIME,TRUE,Brain & Cognitive,protocol_component,single,Concept spans two source variables: H87AMPM (AM/PM indicator) and H87COMPTM (clock time of Trial 6 completion). Source description contains a typo ('Trail' instead of 'Trial').
RAVLT_TRIAL6_NOT_GIVEN_HEARING,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL6_NOT_GIVEN_NOT_COOPERATIVE,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL6_NOT_GIVEN_PHYSICAL,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL6_NOT_GIVEN_VISION,TRUE,Brain & Cognitive,protocol_component,single,
RAVLT_TRIAL_GIVEN_FLAGS,TRUE,Brain & Cognitive,protocol_component,multi_instance,Only value label provided is '1 = No'; coding for trial given (yes) is not documented in source.
RAVLT_TRIAL_SCORES,TRUE,Brain & Cognitive,derived_score,multi_instance,
RAVLT_TURKEY_RECALL,TRUE,Brain & Cognitive,clinical_measurement,multi_instance,
DSST_NOT_GIVEN_HEARING,TRUE,Brain & Cognitive,process_admin,single,"Staff-recorded reason for test non-completion, not a participant survey response. Value label only encodes '2 = Hearing'; absence of value 2 presumably indicates this was not the reason. Limited source documentation."
DSST_NOT_GIVEN_NOT_COOPERATIVE,TRUE,Brain & Cognitive,process_admin,single,"Staff-recorded reason for test non-completion, not a participant survey response. Value label only encodes '2 = Not cooperative'; absence of value 2 presumably indicates this was not the reason. Limited source documentation."
DSST_NOT_GIVEN_PHYSICAL,TRUE,Brain & Cognitive,process_admin,single,"Staff-recorded reason for test non-completion, not a participant survey response. Value label only encodes '2 = Physical'; absence of value 2 presumably indicates this was not the reason. Limited source documentation."
DSST_NOT_GIVEN_VISION,TRUE,Brain & Cognitive,process_admin,single,"Staff-recorded reason for test non-completion, not a participant survey response. Value label only encodes '2 = Vision'; absence of value 2 presumably indicates this was not the reason. Limited source documentation."
DSST_PERFORMED,TRUE,Brain & Cognitive,process_admin,single,"Staff-recorded protocol completion indicator, not a participant survey response. Value label encodes '1 = No'; the positive/administered value label is not provided in source data. Limited source documentation."
DSST_SCORE,TRUE,Brain & Cognitive,clinical_measurement,single,Limited source descriptions.
EXAM_DATE_F88,FALSE,Administrative,process_admin,single,Form administration date; classified as process_admin and not published per publish guidelines.
STROOP_SUBTEST1_GIVEN,TRUE,Brain & Cognitive,process_admin,protocol_component,Only value label provided is '1 = No'; the positive (administered) value is not labeled in source data.
STROOP_SUBTEST1_NOT_GIVEN_REASON_CANT_READ,TRUE,Brain & Cognitive,process_admin,protocol_component,Limited source descriptions.
STROOP_SUBTEST1_NOT_GIVEN_REASON_HEARING,TRUE,Brain & Cognitive,process_admin,protocol_component,Limited source descriptions.
STROOP_SUBTEST1_NOT_GIVEN_REASON_NOT_COOPERATIVE,TRUE,Brain & Cognitive,process_admin,protocol_component,Limited source descriptions.
STROOP_SUBTEST1_NOT_GIVEN_REASON_PHYSICAL,TRUE,Brain & Cognitive,process_admin,protocol_component,Limited source descriptions. 'Physical' reason is not further specified in source.
STROOP_SUBTEST1_NOT_GIVEN_REASON_VISION,TRUE,Brain & Cognitive,process_admin,protocol_component,Limited source descriptions.
STROOP_SUBTEST1_NUM_CORRECT,TRUE,Brain & Cognitive,clinical_measurement,single,Limited source descriptions.
STROOP_SUBTEST1_NUM_ERRORS,TRUE,Brain & Cognitive,clinical_measurement,single,Limited source descriptions.
STROOP_SUBTEST1_TIME_MIN,TRUE,Brain & Cognitive,clinical_measurement,single,Minutes component of completion time recorded on the form; total seconds conversion available as STROOP_SUBTEST1_TIME_TOTAL_SEC.
STROOP_SUBTEST1_TIME_SEC,TRUE,Brain & Cognitive,clinical_measurement,single,Seconds component of completion time recorded on the form; total seconds conversion available as STROOP_SUBTEST1_TIME_TOTAL_SEC.
STROOP_SUBTEST1_TIME_TOTAL_SEC,TRUE,Brain & Cognitive,derived_score,single,Derived variable converting the recorded minutes and seconds components to total seconds. Source description contains typo ('TOAL' instead of 'TOTAL').
STROOP_SUBTEST2_GIVEN,TRUE,Brain & Cognitive,process_admin,protocol_component,Only value label provided is '1 = No'; the positive (administered) value is not labeled in source data.
STROOP_SUBTEST2_NOT_GIVEN_REASON_CANT_READ,TRUE,Brain & Cognitive,process_admin,protocol_component,Limited source descriptions.
STROOP_SUBTEST2_NOT_GIVEN_REASON_HEARING,TRUE,Brain & Cognitive,process_admin,protocol_component,Limited source descriptions.
STROOP_SUBTEST2_NOT_GIVEN_REASON_NOT_COOPERATIVE,TRUE,Brain & Cognitive,process_admin,protocol_component,Limited source descriptions.
STROOP_SUBTEST2_NOT_GIVEN_REASON_PHYSICAL,TRUE,Brain & Cognitive,process_admin,protocol_component,Limited source descriptions. 'Physical' reason is not further specified in source.
STROOP_SUBTEST2_NOT_GIVEN_REASON_VISION,TRUE,Brain & Cognitive,process_admin,protocol_component,Limited source descriptions.
STROOP_SUBTEST2_NUM_CORRECT,TRUE,Brain & Cognitive,clinical_measurement,single,Limited source descriptions.
STROOP_SUBTEST2_NUM_ERRORS,TRUE,Brain & Cognitive,clinical_measurement,single,Limited source descriptions.
STROOP_SUBTEST2_TIME_MIN,TRUE,Brain & Cognitive,clinical_measurement,single,Minutes component of completion time recorded on the form; total seconds conversion available as STROOP_SUBTEST2_TIME_TOTAL_SEC.
STROOP_SUBTEST2_TIME_SEC,TRUE,Brain & Cognitive,clinical_measurement,single,Seconds component of completion time recorded on the form; total seconds conversion available as STROOP_SUBTEST2_TIME_TOTAL_SEC.
STROOP_SUBTEST2_TIME_TOTAL_SEC,TRUE,Brain & Cognitive,derived_score,single,Derived variable converting the recorded minutes and seconds components to total seconds. Source description contains typo ('TOAL' instead of 'TOTAL').
STROOP_SUBTEST3_GIVEN,TRUE,Brain & Cognitive,process_admin,protocol_component,Only value label provided is '1 = No'; the positive (administered) value is not labeled in source data.
STROOP_SUBTEST3_NOT_GIVEN_REASON_CANT_READ,TRUE,Brain & Cognitive,process_admin,protocol_component,Limited source descriptions.
STROOP_SUBTEST3_NOT_GIVEN_REASON_HEARING,TRUE,Brain & Cognitive,process_admin,protocol_component,Limited source descriptions.
STROOP_SUBTEST3_NOT_GIVEN_REASON_NOT_COOPERATIVE,TRUE,Brain & Cognitive,process_admin,protocol_component,Limited source descriptions.
STROOP_SUBTEST3_NOT_GIVEN_REASON_PHYSICAL,TRUE,Brain & Cognitive,process_admin,protocol_component,Limited source descriptions. 'Physical' reason is not further specified in source.
STROOP_SUBTEST3_NOT_GIVEN_REASON_VISION,TRUE,Brain & Cognitive,process_admin,protocol_component,Limited source descriptions.
STROOP_SUBTEST3_NUM_CORRECT,TRUE,Brain & Cognitive,clinical_measurement,single,Limited source descriptions.
STROOP_SUBTEST3_NUM_ERRORS,TRUE,Brain & Cognitive,clinical_measurement,single,Limited source descriptions.
STROOP_SUBTEST3_TIME_MIN,TRUE,Brain & Cognitive,clinical_measurement,single,Minutes component of completion time recorded on the form; total seconds conversion available as STROOP_SUBTEST3_TIME_TOTAL_SEC.
STROOP_SUBTEST3_TIME_SEC,TRUE,Brain & Cognitive,clinical_measurement,single,Seconds component of completion time recorded on the form; total seconds conversion available as STROOP_SUBTEST3_TIME_TOTAL_SEC.
STROOP_SUBTEST3_TIME_TOTAL_SEC,TRUE,Brain & Cognitive,derived_score,single,Derived variable converting the recorded minutes and seconds components to total seconds. Source description contains typo ('TOAL' instead of 'TOTAL').
COFFEE_ADD_ARTIFICIAL_SWEETENER,TRUE,Diet,survey_response,single,Limited source descriptions. Single exam (I) only.
COFFEE_ADD_CREAM,TRUE,Diet,survey_response,single,Limited source descriptions. Single exam (I) only.
COFFEE_ADD_CREAMER,TRUE,Diet,survey_response,single,Limited source descriptions. Single exam (I) only.
COFFEE_ADD_MILK,TRUE,Diet,survey_response,single,Limited source descriptions. Single exam (I) only.
COFFEE_ADD_NOTHING,TRUE,Diet,survey_response,single,Limited source descriptions. Single exam (I) only.
COFFEE_ADD_SUGAR_HONEY,TRUE,Diet,survey_response,single,Limited source descriptions. Single exam (I) only.
COFFEE_FREQUENCY,TRUE,Diet,survey_response,single,Limited source descriptions. Single exam (I) only.
COFFEE_USUAL_AMOUNT,TRUE,Diet,survey_response,single,Limited source descriptions. Single exam (I) only.
DIET_FRUIT_DRINK_FREQUENCY,TRUE,Diet,survey_response,single,Exam H description is more detailed than Exam I; both refer to the same construct. No conflicts detected.
DIET_FRUIT_DRINK_USUAL_AMOUNT,TRUE,Diet,survey_response,single,
DIET_SODA_FREQUENCY,TRUE,Diet,survey_response,single,
DIET_SODA_USUAL_AMOUNT,TRUE,Diet,survey_response,single,
FRUIT_JUICE_FREQUENCY,TRUE,Diet,survey_response,single,
FRUIT_JUICE_USUAL_AMOUNT,TRUE,Diet,survey_response,single,
REGULAR_SODA_FREQUENCY,TRUE,Diet,survey_response,single,
REGULAR_SODA_USUAL_AMOUNT,TRUE,Diet,survey_response,single,
SWEETENED_COFFEE_TEA_FREQUENCY,TRUE,Diet,survey_response,single,
SWEETENED_COFFEE_TEA_USUAL_AMOUNT,TRUE,Diet,survey_response,single,
SWEETENED_FRUIT_DRINK_FREQUENCY,TRUE,Diet,survey_response,single,
SWEETENED_FRUIT_DRINK_USUAL_AMOUNT,TRUE,Diet,survey_response,single,
TEA_ADD_ARTIFICIAL_SWEETENER,TRUE,Diet,survey_response,single,Limited source descriptions. Single exam (I) only.
TEA_ADD_CREAM,TRUE,Diet,survey_response,single,Limited source descriptions. Single exam (I) only.
TEA_ADD_CREAMER,TRUE,Diet,survey_response,single,Limited source descriptions. Single exam (I) only.
TEA_ADD_MILK,TRUE,Diet,survey_response,single,Limited source descriptions. Single exam (I) only.
TEA_ADD_NOTHING,TRUE,Diet,survey_response,single,Limited source descriptions. Single exam (I) only.
TEA_ADD_SUGAR_HONEY,TRUE,Diet,survey_response,single,Limited source descriptions. Single exam (I) only.
TEA_FREQUENCY,TRUE,Diet,survey_response,single,"Limited source descriptions. Single exam (I) only. The raw value label for code '1' reads 'Less than one cup (less than 8 ounces)', which is an amount response rather than a frequency category. This same label appears for TEA_USUAL_AMOUNT (I90TEAUA). Possible data dictionary error or conflation of question items — verify that TEA_FREQUENCY (I90TEA) value labels are correctly coded as frequency categories and not amount categories."
TEA_USUAL_AMOUNT,TRUE,Diet,survey_response,single,"Limited source descriptions. Single exam (I) only. Both TEA_FREQUENCY (I90TEA) and TEA_USUAL_AMOUNT (I90TEAUA) share value label '1: Less than one cup (less than 8 ounces)'. Verify that TEA_FREQUENCY value labels are correctly coded as frequency categories, as the shared label suggests a possible data dictionary error or question conflation."
BP_SAME_DATE_F91,FALSE,Administrative,process_admin,single,Administrative linkage flag; not a clinical or behavioral measurement. Publish set to false.
EXAM_DATE_F91,FALSE,Administrative,process_admin,single,"Administrative exam date; per publish guidelines, form admin dates are publish=false. Note: Exam H and I describe this as a Beverages Questionnaire date; Exam J describes it under the Sedentary Behavior Questionnaire — minor form-label inconsistency across exams."
INTERVIEWER_ID_F91,FALSE,Administrative,identifier,single,Staff identifier; publish set to false per identifier guidelines.
SEDENTARY_WK_COMPUTER_NONWORK,TRUE,Physical Activity,survey_response,single,"Earlier exam descriptions specify 'non-work activities or playing video games'; later exam (J) wording adds 'incl. phone or tablet' — minor wording evolution, no substantive conflict. Value labels are partially available (1=None only)."
SEDENTARY_WK_MUSIC_READING_ARTS,TRUE,Physical Activity,survey_response,single,Value labels are partially available (1=None only).
SEDENTARY_WK_PAPERWORK_NONJOB,TRUE,Physical Activity,survey_response,single,Value labels are partially available (1=None only).
SEDENTARY_WK_PHONE_TEXT,TRUE,Physical Activity,survey_response,single,Value labels are partially available (1=None only).
SEDENTARY_WK_TRANSPORT,TRUE,Physical Activity,survey_response,single,Value labels are partially available (1=None only).
SEDENTARY_WK_TV,TRUE,Physical Activity,survey_response,single,"Minor wording evolution across exams: Exam H specifies 'including videos on VCR/DVD'; Exam J specifies 'including streaming on phone, tablet, or computer' — reflects technology changes over time, not a substantive conflict. Value labels are partially available (1=None only)."
SEDENTARY_WN_COMPUTER_NONWORK,TRUE,Physical Activity,survey_response,single,Value labels are partially available (1=None only).
SEDENTARY_WN_MUSIC_READING_ARTS,TRUE,Physical Activity,survey_response,single,Value labels are partially available (1=None only).
SEDENTARY_WN_PAPERWORK_NONJOB,TRUE,Physical Activity,survey_response,single,Value labels are partially available (1=None only).
SEDENTARY_WN_PHONE_TEXT,TRUE,Physical Activity,survey_response,single,Value labels are partially available (1=None only).
SEDENTARY_WN_TRANSPORT,TRUE,Physical Activity,survey_response,single,Value labels are partially available (1=None only).
SEDENTARY_WN_TV,TRUE,Physical Activity,survey_response,single,"Minor wording evolution across exams: Exam H specifies 'including videos on VCR/DVD'; Exam J specifies 'including streaming on phone, tablet, or computer' — reflects technology changes over time, not a substantive conflict. Value labels are partially available (1=None only)."
CARDIA_SITE_NUMBER,TRUE,Administrative,process_admin,single,"Value labels show codes 001, 003, 004, and Unknown — only three named sites plus unknown. Site numbering order in value_labels (3=001, 1=003, 2=004) may reflect encoding artifact; verify mapping."
CLINICAL_ALERT_LEVEL,TRUE,Brain & Cognitive,clinical_measurement,single,Definitions of Level 1–4 are not provided in source descriptions; clinical interpretation of levels is unknown from available metadata.
FIELD_CENTER_RADIOLOGIST_ID,FALSE,Administrative,identifier,single,Staff/personnel identifier — not recommended for public release.
MRI_3DT1_NOT_OBTAINED_REASON,TRUE,Brain & Cognitive,process_admin,single,Variable is integer type with no value labels provided; reason coding scheme unknown.
MRI_3DT1_OBTAINED,TRUE,Brain & Cognitive,process_admin,protocol_component,
MRI_3DT2_NOT_OBTAINED_REASON,TRUE,Brain & Cognitive,process_admin,single,Variable is integer type with no value labels provided; reason coding scheme unknown.
MRI_3DT2_OBTAINED,TRUE,Brain & Cognitive,process_admin,protocol_component,
MRI_3D_FLAIR_NOT_OBTAINED_REASON,TRUE,Brain & Cognitive,process_admin,single,Variable is integer type with no value labels provided; reason coding scheme unknown.
MRI_3D_FLAIR_OBTAINED,TRUE,Brain & Cognitive,process_admin,single,
MRI_ACQUISITION_FORM_COMPLETION_DATE,FALSE,Administrative,process_admin,single,Form administration date — not recommended for public release.
MRI_ADDITIONAL_SEQUENCES_COMMENTS,TRUE,Brain & Cognitive,process_admin,single,Two separate source variables (H92ADSEQ for additional sequences performed and H92ADCOM for additional comments) collapsed into one concept; may warrant splitting.
MRI_ANY_PARTICIPANT_ISSUES_DETAIL,TRUE,Brain & Cognitive,process_admin,single,"Multiple source variables combined into one concept covering distinct issue types (I92ABREATH, I92ACLAU, I92AMOVE, I92APAIN, I92AOT, I92AOTSP); analysts should review individual variable names."
MRI_ASL_CALIBRATION_NOT_OBTAINED_REASON,TRUE,Brain & Cognitive,process_admin,single,Variable is integer type with no value labels provided; reason coding scheme unknown.
MRI_ASL_CALIBRATION_OBTAINED,TRUE,Brain & Cognitive,process_admin,protocol_component,
MRI_ASL_NOT_OBTAINED_REASON,TRUE,Brain & Cognitive,process_admin,single,Variable is integer type with no value labels provided; reason coding scheme unknown.
MRI_ASL_OBTAINED,TRUE,Brain & Cognitive,process_admin,protocol_component,
MRI_ATTEMPTED_SCAN_COMPLETED,TRUE,Brain & Cognitive,process_admin,single,Available in exam I only. Only one value label provided (Attempted but not completed); the encoding for a completed scan is not documented.
MRI_BOLD_BREATH_HOLD_NOT_OBTAINED_REASON,TRUE,Brain & Cognitive,process_admin,single,Variable is integer type with no value labels provided; reason coding scheme unknown.
MRI_BOLD_BREATH_HOLD_OBTAINED,TRUE,Brain & Cognitive,process_admin,protocol_component,
MRI_BOLD_RESTING_NOT_OBTAINED_REASON,TRUE,Brain & Cognitive,process_admin,single,Variable is integer type with no value labels provided; reason coding scheme unknown.
MRI_BOLD_RESTING_OBTAINED,TRUE,Brain & Cognitive,process_admin,protocol_component,
MRI_BREATH_HOLD_COMPLIANT_NOT_OBTAINED_REASON,TRUE,Brain & Cognitive,process_admin,single,Variable is integer type with no value labels provided; reason coding scheme unknown.
MRI_BREATH_HOLD_COMPLIANT_OBTAINED,TRUE,Brain & Cognitive,process_admin,protocol_component,
MRI_CLINICAL_ALERT_DESCRIPTION,TRUE,Brain & Cognitive,clinical_measurement,single,Available in exam H only. Integer type with no value labels; likely a free-text or coded field. Limited source descriptions.
MRI_CLINICAL_READ_RESULTS,TRUE,Brain & Cognitive,clinical_measurement,single,"Available in exam I only. Three source variables (date, results, follow-up) grouped into one concept; analysts should review individual variable names."
MRI_CONSENT_DATE,FALSE,Administrative,process_admin,single,"Form administration/consent date — not recommended for public release. Units listed as 'years' in source metadata, which may be an error; verify with study documentation."
MRI_CONSENT_SIGNED,TRUE,Administrative,process_admin,single,Exam H description refers to 'Brain MRA consent form' while exam I description refers to 'Brain MRI consent form' — possible inconsistency in form labeling across exams; verify with study documentation.
MRI_DTI_NOT_OBTAINED_REASON,TRUE,Brain & Cognitive,process_admin,single,Variable is integer type with no value labels provided; reason coding scheme unknown.
MRI_DTI_OBTAINED,TRUE,Brain & Cognitive,process_admin,protocol_component,Exam H description refers to 'DTI' while exam I value label says 'DTI (REPEAT) SEQUENCES OBTAINED?' — possible mislabeling of exam I question for this variable; verify with study documentation.
MRI_DTI_REPEAT_NOT_OBTAINED_REASON,TRUE,Brain & Cognitive,process_admin,single,Variable is integer type with no value labels provided; reason coding scheme unknown.
MRI_DTI_REPEAT_OBTAINED,TRUE,Brain & Cognitive,process_admin,protocol_component,
MRI_INITIAL_CONTACT_BODY_MEASURES,TRUE,Anthropometry,clinical_measurement,single,"Available in exam I only. Four distinct measures (height, weight, BMI, waist/hip) grouped into one concept; analysts should review individual variable names. Units listed as 'in' but weight is in lbs and BMI is unitless — units field is inconsistent."
MRI_INITIAL_CONTACT_PARTICIPATION_WILLINGNESS,TRUE,Administrative,survey_response,single,Available in exam I only.
MRI_INITIAL_CONTACT_REFUSAL_REASONS,TRUE,Administrative,survey_response,single,Available in exam I only. Multiple refusal reason variables grouped into one concept.
MRI_INITIAL_CONTACT_SAFETY_SCREEN,TRUE,Administrative,survey_response,single,Multiple safety screening variables grouped into one concept; analysts should review individual variable names for specific items.
MRI_INITIAL_CONTACT_STAFF_AND_VISIT,FALSE,Administrative,identifier,single,Contains staff/personnel identifiers and administrative visit codes — not recommended for public release.
MRI_INITIAL_CONTACT_Y25_HISTORY,TRUE,Brain & Cognitive,survey_response,single,Available in exam I only.
MRI_NOT_TRANSMITTED_REASON,TRUE,Administrative,process_admin,single,Integer type with no value labels provided; reason coding scheme unknown.
MRI_PARTICIPANT_ISSUES,TRUE,Brain & Cognitive,process_admin,single,
MRI_PREGNANCY_TEST_COMPLETED,TRUE,Reproductive Health,clinical_measurement,single,Exam H description refers to pregnancy test completion prior to MRI; exam I description question is 'PREGNANT' from the initial contact/screening form — these may represent different points in the workflow. Cross-exam interpretation should be verified.
MRI_PREGNANCY_TEST_DATE,TRUE,Brain & Cognitive,process_admin,single,
MRI_PREGNANCY_TEST_RESULT,TRUE,Reproductive Health,process_admin,single,
MRI_QC_AGREEMENT_WITH_SITE,FALSE,Brain & Cognitive,process_admin,single,Internal QC workflow field. Only value label provided is '1 = No'; 'Yes' category appears to be unlabeled or missing from the source data.
